"","Gene","Category1","Category2","Subcategory","M0_w","SequenceLength","Category","M87_padj","M21_padj","PosSelM87","PosSelM21","GeneStableID","logPPI_medconf","logSeqL"
"188","Braf","intracellSignaling","Kinase","Kinase","0.03467",2385,"Immune",0.0391868706920485,1,1,0,"ENSMUSG00000002413",2.59769518592551,3.37748838337613
"189","Brme1","Control",NA,NA,"0.77542",1830,"Control",7.2615247148633e-14,4.0588718135296e-10,1,1,"ENSMUSG00000008129",1.20411998265592,3.26245108973043
"190","Bsdc1","Control",NA,NA,"0.13343",1281,"Control",1,1,0,0,"ENSMUSG00000040859",1.20411998265592,3.10754912974469
"191","Bst1",NA,NA,NA,"0.23298",930,"Immune",0.036345700944065,0.240187147149013,1,0,"ENSMUSG00000029082",1.68124123737559,2.96848294855394
"192","Bst2","Effector","Effector","RestrFact","0.52227",498,"Immune",3.73082326739342e-08,2.98638242729537e-07,1,1,"ENSMUSG00000046718",2.06445798922692,2.69722934275972
"193","Btk","intracellSignaling","Kinase","Kinase","0.03392",1977,"Immune",0.643792001297468,1,0,0,"ENSMUSG00000031264",2.59439255037543,3.29600666931367
"194","Btla","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.8348",921,"Immune",7.50157511866043e-15,1.96014841784787e-12,1,1,"ENSMUSG00000052013",2.13033376849501,2.96425963019685
"195","Btn1a1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.34621",1569,"Immune",0.0265863282346133,1,1,0,"ENSMUSG00000000706",1.36172783601759,3.19562294358694
"196","Btn2a2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.32217",1542,"Immune",0.00491515987717303,1,1,0,"ENSMUSG00000053216",1.04139268515823,3.18808437371494
"197","Btnl1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.52369",1530,"Immune",2.6195976604846e-15,4.10255633608096e-14,1,1,"ENSMUSG00000062638",1.04139268515823,3.1846914308176
"198","Btnl10","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.40094",1482,"Immune",0.0021347432797152,1,1,0,"ENSMUSG00000020490",1.04139268515823,3.17084820364331
"199","Btnl12","Control",NA,NA,"0.20315",882,"Control",0.00646906051161612,1,1,0,"ENSMUSG00000108763",1.47712125471966,2.94546858513182
"200","Btnl2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.32905",1521,"Immune",0.00846178814836424,1,1,0,"ENSMUSG00000024340",1.20411998265592,3.182129214053
"203","Btnl9","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.29755",1740,"Immune",1.45478377413672e-08,0.000104169891598553,1,1,"ENSMUSG00000040283",1.04139268515823,3.2405492482826
"204","C1qa",NA,NA,NA,"0.2994",735,"Immune",8.10568373778769e-09,7.50999301756804e-08,1,1,"ENSMUSG00000036887",2.17897694729317,2.86628733908419
"205","C1qb",NA,NA,NA,"0.24302",759,"Immune",0.0102545523678408,0.719663998049369,1,0,"ENSMUSG00000036905",2.02530586526477,2.88024177589548
"206","C1qbp","extracellProteaseInhib","extracellProteaseInhib",NA,"0.10823",837,"Immune",1,1,0,0,"ENSMUSG00000018446",1.92941892571429,2.92272545799326
"207","C1qc",NA,NA,NA,"0.14704",735,"Immune",0.0141825155127589,1,1,0,"ENSMUSG00000036896",1.9731278535997,2.86628733908419
"208","C1qtnf1","Control",NA,NA,"0.11149",843,"Control",0.957394782545532,1,0,0,"ENSMUSG00000017446",0.477121254719662,2.92582757462474
"209","C1qtnf7","Control",NA,NA,"0.05128",888,"Control",1,1,0,0,"ENSMUSG00000061535",0.778151250383644,2.9484129657786
"215","C3","extracellProteaseInhib","extracellProteaseInhib",NA,"0.17468",4965,"Immune",1.20095250505099e-09,6.60564905737442e-05,1,1,"ENSMUSG00000024164",2.34044411484012,3.6959192528314
"216","C3ar1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.50954",1452,"Immune",5.413293781485e-11,3.74440218283458e-06,1,1,"ENSMUSG00000040552",2.18752072083646,3.16196661636407
"217","C4b","extracellProteaseInhib","extracellProteaseInhib",NA,"0.19066",5217,"Immune",3.230323637448e-09,0.0166333273612811,1,1,"ENSMUSG00000073418",2.04532297878666,3.71742083672238
"218","C4bp","extracellProteaseInhib","extracellProteaseInhib",NA,"0.6723",1395,"Immune",0,0,1,1,"ENSMUSG00000026405",1.96848294855394,3.14457420760962
"219","C5ar1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.30981",1008,"Immune",0,0,1,1,"ENSMUSG00000049130",2.10720996964787,3.00346053210951
"220","C5ar2","CytoChemoRecept","CytoChemoRecept","CCRecept","0.3653",1062,"Immune",3.61983070314779e-05,0.0899906320862643,1,0,"ENSMUSG00000074361",1.55630250076729,3.02612451674545
"221","C6","extracellProteaseInhib","extracellProteaseInhib",NA,"0.31606",2802,"Immune",0,1.89695003000609e-14,1,1,"ENSMUSG00000022181",1.64345267648619,3.44746813094976
"222","C7","extracellProteaseInhib","extracellProteaseInhib",NA,"0.36469",2526,"Immune",0,4.1753767110464e-12,1,1,"ENSMUSG00000079105",1.54406804435028,3.40243334621931
"223","C8a","extracellProteaseInhib","extracellProteaseInhib",NA,"0.41848",1749,"Immune",0,2.26714270252849e-13,1,1,"ENSMUSG00000035031",2.09342168516224,3.24278980947868
"224","C8b","extracellProteaseInhib","extracellProteaseInhib",NA,"0.32699",1761,"Immune",5.96977200183767e-13,3.15634066681967e-09,1,1,"ENSMUSG00000029656",1.90848501887865,3.24575935596728
"225","C8g","extracellProteaseInhib","extracellProteaseInhib",NA,"0.35169",600,"Immune",0.202059586807529,1,0,0,"ENSMUSG00000015083",1.8750612633917,2.77815125038364
"226","C9","extracellProteaseInhib","extracellProteaseInhib",NA,"0.52932",1680,"Immune",9.77983126580916e-15,2.79753862351995e-11,1,1,"ENSMUSG00000022149",2.04139268515822,3.22530928172586
"227","Cabp5","Control",NA,NA,"0.04665",504,"Control",0.102414163518277,1,0,0,"ENSMUSG00000005649",1.38021124171161,2.70243053644553
"228","Cacfd1","Control",NA,NA,"0.05033",513,"Control",1,1,0,0,"ENSMUSG00000015488",1.14612803567824,2.71011736511182
"229","Cactin","intracellSignaling","Adaptor","Adaptor","0.03791",2121,"Immune",0.463938287497407,1,0,0,"ENSMUSG00000034889",2.09342168516224,3.32654066851656
"230","Cadm1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.03576",1398,"Immune",0.0823205307471744,1,0,0,"ENSMUSG00000032076",2.02530586526477,3.14550717140966
"231","Calb2","Control",NA,NA,"0.01223",813,"Control",1,1,0,0,"ENSMUSG00000003657",2.28555730900777,2.91009054559407
"232","Calm1","intracellSignaling","otherIntracellSignaling",NA,"1E-4",447,"Immune",1,1,0,0,"ENSMUSG00000001175",0,2.65030752313194
"233","Calm3","Control",NA,NA,"0.00274",447,"Control",1,1,0,0,"ENSMUSG00000019370",2.8767949762007,2.65030752313194
"234","Calr",NA,NA,NA,"0.05064",1248,"Immune",1,1,0,0,"ENSMUSG00000003814",2.52633927738984,3.09621458534641
"235","Camk2b","Control",NA,NA,"0.01657",2001,"Control",0.617128189641597,1,0,0,"ENSMUSG00000057897",1.99563519459755,3.30124708863621
"236","Camp","Effector","Effector","AMP","0.65364",525,"Immune",1.46329248494512e-10,2.85409705745742e-10,1,1,"ENSMUSG00000038357",1.70757017609794,2.72015930340596
"237","Cand1","Control",NA,NA,"0.00938",3690,"Control",1,1,0,0,"ENSMUSG00000020114",2.26717172840301,3.56702636615906
"238","Canx","intracellSignaling","otherIntracellSignaling",NA,"0.09309",1770,"Immune",4.15550517877401e-05,0.2405440195163,1,0,"ENSMUSG00000020368",2.58092497567562,3.24797326636181
"239","Capn2","Control",NA,NA,"0.0531",2100,"Control",0.00103461124453735,1,1,0,"ENSMUSG00000026509",1.69897000433602,3.32221929473392
"240","Capn8","Control",NA,NA,"0.21904",2109,"Control",1.30583730994445e-06,0.0021264578501258,1,1,"ENSMUSG00000038599",0.954242509439325,3.32407657973949
"241","Car2","Control",NA,NA,"0.24529",780,"Control",0.000668709013025997,0.0915332749259049,1,0,"ENSMUSG00000027562",1.91907809237607,2.89209460269048
"242","Card11","intracellSignaling","Adaptor","Adaptor","0.02754",3462,"Immune",0.000321885233011774,1,1,0,"ENSMUSG00000036526",1.98677173426624,3.53932706353938
"243","Card6","intracellSignaling","Adaptor","Adaptor","0.55829",3045,"Immune",1.54606376010792e-12,1.51567679727016e-07,1,1,"ENSMUSG00000041849",0.954242509439325,3.48358729696889
"244","Card9","intracellSignaling","Adaptor","Adaptor","0.07007",1608,"Immune",0.170224714523664,1,0,0,"ENSMUSG00000026928",2.05307844348342,3.20628604441243
"245","Cars2","Control",NA,NA,"0.15201",1647,"Control",0.844939724727086,1,0,0,"ENSMUSG00000056228",2.12057393120585,3.21669359916975
"246","Casp1","intracellSignaling","otherIntracellSignaling",NA,"0.44974",1206,"Immune",6.49344442031267e-05,0.275873046600765,1,0,"ENSMUSG00000025888",2.65030752313194,3.08134730780413
"247","Casp3","intracellSignaling","otherIntracellSignaling",NA,"0.10174",831,"Immune",0.802315689765663,1,0,0,"ENSMUSG00000031628",2.94250410616808,2.91960102378411
"249","Casp6","intracellSignaling","otherIntracellSignaling",NA,"0.08373",828,"Immune",1,1,0,0,"ENSMUSG00000027997",2.02118929906994,2.91803033678488
"250","Casp7","intracellSignaling","otherIntracellSignaling",NA,"0.12961",903,"Immune",0.0271272548865955,1,1,0,"ENSMUSG00000025076",2.19865708695442,2.95568775031351
"251","Casp8","intracellSignaling","otherIntracellSignaling",NA,"0.47009",1476,"Immune",7.94087370814897e-12,2.2758596199327e-06,1,1,"ENSMUSG00000026029",2.62838893005031,3.16908635748702
"252","Casr","Control",NA,NA,"0.03512",3210,"Control",0.88573052059673,1,0,0,"ENSMUSG00000051980",2.16136800223497,3.50650503240487
"253","Catsperb","Control",NA,NA,"0.69477",3309,"Control",0,0,1,1,"ENSMUSG00000047014",1.77815125038364,3.51969676715985
"254","Cblb","intracellSignaling","Ubiquitinase","Ubiquitinase","0.0581",2946,"Immune",1,1,0,0,"ENSMUSG00000022637",1.97772360528885,3.46923274250661
"255","Cbr4","Control",NA,NA,"0.16449",708,"Control",1,1,0,0,"ENSMUSG00000031641",1.46239799789896,2.85003325768977
"256","Cbx5","Control",NA,NA,"0.03615",573,"Control",0.0972015096187603,1,0,0,"ENSMUSG00000009575",2.33243845991561,2.75815462196739
"257","Ccdc12","Control",NA,NA,"0.06695",498,"Control",0.197126440988664,1,0,0,"ENSMUSG00000019659",1.96848294855394,2.69722934275972
"258","Ccdc148","Control",NA,NA,"0.36543",1797,"Control",6.60490684367687e-12,0.000123459616061857,1,1,"ENSMUSG00000036641",1.17609125905568,3.25454807710897
"259","Ccdc149","Control",NA,NA,"0.2045",1569,"Control",6.05429232862411e-06,0.00156600526823077,1,1,"ENSMUSG00000045790",1.41497334797082,3.19562294358694
"260","Ccdc154","Control",NA,NA,"0.25971",2001,"Control",0.0458659415614599,1,1,0,"ENSMUSG00000059562",0.954242509439325,3.30124708863621
"261","Ccdc171","Control",NA,NA,"0.16106",3987,"Control",0.40581417821357,1,0,0,"ENSMUSG00000052407",1.11394335230684,3.60064623566239
"262","Ccdc194","Control",NA,NA,"0.27092",702,"Control",0.160653290423927,1,0,0,"ENSMUSG00000108900",0,2.84633711212981
"263","Ccdc57","Control",NA,NA,"0.44281",2991,"Control",7.07655722194917e-10,0.0155538297102935,1,1,"ENSMUSG00000048445",1.20411998265592,3.47581641303132
"264","Ccdc59","Control",NA,NA,"0.29782",714,"Control",0.000914543206446078,0.279252252562292,1,0,"ENSMUSG00000019897",1.25527250510331,2.85369821177617
"265","Ccdc70","Control",NA,NA,"0.22885",669,"Control",0.376026131549677,1,0,0,"ENSMUSG00000017049",1.57978359661681,2.82542611776782
"266","Ccdc97","Control",NA,NA,"0.138",1011,"Control",0.00506102411404666,0.442353169046174,1,0,"ENSMUSG00000002608",1.57978359661681,3.004751155591
"267","Ccin","Control",NA,NA,"0.0472",1764,"Control",6.57976694220197e-05,1,1,0,"ENSMUSG00000070999",1.07918124604762,3.2464985807958
"268","Ccl1","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.75674",273,"Immune",4.81654635997074e-05,0.000356719443112171,1,1,"ENSMUSG00000020702",1.98677173426624,2.43616264704076
"269","Ccl11","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.38677",291,"Immune",0.00365323835567427,0.183769435470613,1,0,"ENSMUSG00000020676",2.28555730900777,2.46389298898591
"270","Ccl12","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.59255",315,"Immune",0.0678664324750442,0.494476173938421,0,0,"ENSMUSG00000035352",2.09691001300806,2.4983105537896
"271","Ccl17","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.40497",312,"Immune",0.00128486048950985,0.0672835518560466,1,0,"ENSMUSG00000031780",2.28555730900777,2.49415459401844
"272","Ccl19","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.24628",339,"Immune",0.03520679533553,0.82654403870312,1,0,"ENSMUSG00000071005",2.28780172993023,2.53019969820308
"273","Ccl2","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.72998",447,"Immune",0.000346058862825803,0.0185938873774811,1,1,"ENSMUSG00000035385",2.84135947045485,2.65030752313194
"274","Ccl20","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.58912",291,"Immune",1.65204623843509e-05,0.00017272612634297,1,1,"ENSMUSG00000026166",2.35602585719312,2.46389298898591
"278","Ccl22","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.38338",276,"Immune",0.00220057246051661,0.076397143050202,1,0,"ENSMUSG00000031779",2.27415784926368,2.44090908206522
"279","Ccl24","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.43621",357,"Immune",0.0989032575827104,0.719663998049369,0,0,"ENSMUSG00000004814",2.08278537031645,2.55266821611219
"280","Ccl25","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.70302",621,"Immune",9.47619477114384e-05,0.000514902749835702,1,1,"ENSMUSG00000023235",2.01283722470517,2.79309160017658
"281","Ccl26","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.80266",267,"Immune",0.0762419594925739,0.347531973963238,0,0,"ENSMUSG00000070464",2.02118929906994,2.42651126136458
"284","Ccl28","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.31854",360,"Immune",0.501230539024224,1,0,0,"ENSMUSG00000074715",1.8750612633917,2.55630250076729
"285","Ccl3","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.27828",276,"Immune",0.322722384150908,1,0,0,"ENSMUSG00000000982",2.5854607295085,2.44090908206522
"286","Ccl4","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.35076",276,"Immune",0.000126909901145985,0.00111225268969959,1,1,"ENSMUSG00000018930",2.5092025223311,2.44090908206522
"287","Ccl5","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.22688",270,"Immune",0.0114972402046719,0.35918268813115,1,0,"ENSMUSG00000035042",2.69196510276736,2.43136376415899
"288","Ccl6","CytoChemoRecept","CytoChemoRecept","CytoChemo","1.13931",291,"Immune",7.98622717090473e-10,4.60903821815113e-09,1,1,"ENSMUSG00000018927",2.20951501454263,2.46389298898591
"289","Ccl7","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.50313",291,"Immune",0.297430480536933,0.920993689757013,0,0,"ENSMUSG00000035373",2.05307844348342,2.46389298898591
"290","Ccl8","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.824",297,"Immune",4.94351223778722e-08,4.47717453540179e-07,1,1,"ENSMUSG00000009185",1.85125834871908,2.47275644931721
"291","Ccl9","CytoChemoRecept","CytoChemoRecept","CytoChemo","1.06027",330,"Immune",8.49343692490095e-12,1.84172226515471e-09,1,1,"ENSMUSG00000019122",2.18184358794477,2.51851393987789
"292","Ccnb2","Control",NA,NA,"0.10956",1194,"Control",1,1,0,0,"ENSMUSG00000032218",2.55509444857832,3.07700432679335
"293","Ccnl2","Control",NA,NA,"0.10721",1557,"Control",1,1,0,0,"ENSMUSG00000029068",1.56820172406699,3.19228861256812
"294","Ccr1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.27361",1065,"Immune",0.126530532668264,1,0,0,"ENSMUSG00000025804",2.28103336724773,3.02734960777476
"295","Ccr10","CytoChemoRecept","CytoChemoRecept","CCRecept","0.10509",1089,"Immune",0.972715695401654,1,0,0,"ENSMUSG00000044052",2.01283722470517,3.03702787975578
"296","Ccr1l1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.34346",1068,"Immune",0.00028593232226239,0.837369154555509,1,0,"ENSMUSG00000064039",1.76342799356294,3.02857125269254
"297","Ccr2","CytoChemoRecept","CytoChemoRecept","CCRecept","0.29308",1119,"Immune",2.83092975198813e-09,5.19181320477678e-07,1,1,"ENSMUSG00000049103",2.55509444857832,3.04883008652835
"298","Ccr3","CytoChemoRecept","CytoChemoRecept","CCRecept","0.29693",1077,"Immune",0.020953849290656,1,1,0,"ENSMUSG00000035448",2.24551266781415,3.03221570329798
"299","Ccr4","CytoChemoRecept","CytoChemoRecept","CCRecept","0.08528",1080,"Immune",0.0954165509368272,1,0,0,"ENSMUSG00000047898",1.90308998699194,3.03342375548695
"300","Ccr5","CytoChemoRecept","CytoChemoRecept","CCRecept","0.35785",1062,"Immune",1.47759598532663e-07,0.00457423049919829,1,1,"ENSMUSG00000079227",2.55630250076729,3.02612451674545
"301","Ccr6","CytoChemoRecept","CytoChemoRecept","CCRecept","0.14158",1044,"Immune",0.00525376458244836,0.0663007925079198,1,0,"ENSMUSG00000040899",2.40140054078154,3.01870049866624
"302","Ccr7","CytoChemoRecept","CytoChemoRecept","CCRecept","0.07138",1134,"Immune",1,1,0,0,"ENSMUSG00000037944",2.60745502321467,3.05461305455689
"303","Ccr8","CytoChemoRecept","CytoChemoRecept","CCRecept","0.17135",1059,"Immune",0.462178183428433,1,0,0,"ENSMUSG00000042262",2.19033169817029,3.02489596010748
"304","Ccr9","CytoChemoRecept","CytoChemoRecept","CCRecept","0.20108",1101,"Immune",0.60502291315776,1,0,0,"ENSMUSG00000029530",2.23044892137827,3.04178731897175
"305","Ccrl2","CytoChemoRecept","CytoChemoRecept","CCRecept","0.47207",1071,"Immune",0.0176551169529348,1,1,0,"ENSMUSG00000043953",1.75587485567249,3.02978947083186
"306","Cd101","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.38657",3012,"Immune",1.00693076230727e-07,0.000205645182628552,1,1,"ENSMUSG00000086564",1.43136376415899,3.47885496752866
"307","Cd14","PRR","PRR","CellWallComponents","0.53024",1101,"Immune",6.02879723789648e-10,2.16344432562691e-08,1,1,"ENSMUSG00000051439",2.47567118832443,3.04178731897175
"308","Cd151","Control",NA,NA,"0.10125",750,"Control",0.00205651251627943,0.599191203454787,1,0,"ENSMUSG00000025510",1.88649072517248,2.8750612633917
"309","Cd160","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.50222",540,"Immune",0.0581743560110325,0.485868527204185,0,0,"ENSMUSG00000038304",1.92427928606188,2.73239375982297
"311","Cd180","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.34211",1989,"Immune",1.82741001071613e-06,0.0275922747700585,1,1,"ENSMUSG00000021624",1.57978359661681,3.29863478312444
"312","Cd19","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.42063",1638,"Immune",0.0171866642055557,1,1,0,"ENSMUSG00000030724",2.67024585307412,3.2143138974244
"315","Cd2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.57317",1026,"Immune",2.64600715901196e-10,1.49293660735919e-07,1,1,"ENSMUSG00000027863",1.86923171973098,3.0111473607758
"316","Cd200","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.17133",834,"Immune",0.000590457556402164,0.033298195915737,1,1,"ENSMUSG00000022661",1.95424250943932,2.92116605063774
"317","Cd207","PRR","PRR","CellWallComponents","0.46329",984,"Immune",8.40176413289969e-13,1.03780095087164e-08,1,1,"ENSMUSG00000034783",1.99563519459755,2.99299509843134
"325","Cd22","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.54398",2451,"Immune",0,0,1,1,"ENSMUSG00000030577",2.26007138798507,3.38934331125208
"326","Cd226","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.52787",999,"Immune",0.000999888680135066,0.0226498227197363,1,1,"ENSMUSG00000034028",2.14612803567824,2.99956548822598
"327","Cd244a","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.886",1083,"Immune",0,0,1,1,"ENSMUSG00000004709",2.07188200730613,3.03462845662532
"328","Cd247","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.29186",561,"Immune",0.374955280701357,1,0,0,"ENSMUSG00000005763",2.41830129131975,2.74896286125616
"329","Cd248","Control",NA,NA,"0.28735",2292,"Control",0.128972457877602,1,0,0,"ENSMUSG00000056481",1.81291335664286,3.36021461329535
"331","Cd27","CytoChemoRecept","CytoChemoRecept","CCRecept","0.41382",738,"Immune",0.141566661162693,1,0,0,"ENSMUSG00000030336",2.41664050733828,2.86805636182304
"332","Cd274","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.31383",837,"Immune",0.00549738868914666,1,1,0,"ENSMUSG00000016496",2.71349054309394,2.92272545799326
"333","Cd276","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.13374",948,"Immune",0.0153994151684584,0.713623958555944,1,0,"ENSMUSG00000035914",2.31386722036915,2.97680833733807
"334","Cd28","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.23736",657,"Immune",0.178858170151494,1,0,0,"ENSMUSG00000026012",2.2380461031288,2.81756536955978
"339","Cd300lb","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.52777",762,"Immune",1.11040963976744e-05,0.000660164156912848,1,1,"ENSMUSG00000063193",1.38021124171161,2.8819549713396
"342","Cd300lf","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.71212",927,"Immune",0,0,1,1,"ENSMUSG00000047798",1.6232492903979,2.9670797341445
